Swap Counterparty and Reference Obligation,"Buy/Sell
  Protection","Notional
  Amount
  (000)","Pay/Receive
  Fixed Rate","Termination
  Date",CIK,Reporting Type,Report Year
Goldman Sachs,Buy,305000,0.97,3/20/18,0000741375,N-CSRS,08
Goldman Sachs,Buy,245000,0.33,3/20/13,0000741375,N-CSRS,08
Goldman Sachs,Buy,385000,0.47,3/20/18,0000741375,N-CSRS,08
Goldman Sachs,Buy,850000,0.15,12/20/11,0000741375,N-CSRS,08
Goldman Sachs,Buy,1750000,0.16,12/20/11,0000741375,N-CSRS,08
Goldman Sachs,Buy,330000,3.33,3/20/13,0000741375,N-CSRS,08
Goldman Sachs,Buy,420000,1.08,3/20/18,0000741375,N-CSRS,08
Goldman Sachs,Buy,205000,1.24,3/20/18,0000741375,N-CSRS,08
Goldman Sachs,Buy,700000,1.05,3/20/13,0000741375,N-CSRS,08
Goldman Sachs,Buy,2600000,0.1,3/20/12,0000741375,N-CSRS,08
"Goldman Sachs 
  General Motors Acceptance Corp., 6.88%, 8/28/12",Sell,65000,3.08,6/20/11,0000741375,N-CSRS,08
"Eli Lilly Co., 6.57%, 1/1/16",Buy,15000,0.33,3/20/13,0000741375,N-CSRS,08
"Eli Lilly Co., 6.57%, 1/1/16",Buy,50000,0.3,3/20/13,0000741375,N-CSRS,08
Citigroup,Buy,2755000,0.62,3/20/13,0000741375,N-CSRS,08
Citigroup,Buy,2195000,0.72,3/20/13,0000741375,N-CSRS,08
Citigroup,Buy,8000000,0.43,03/20/12,0000741375,N-CSRS,08
Credit Suisse,Buy,3615000,1,3/20/15,0000741375,N-CSRS,08
Goldman Sachs,Buy,1065000,0.5,3/20/18,0000741375,N-CSRS,08
Goldman Sachs,Buy,2840000,3.05,11/1/12,0000741375,N-CSRS,08
Goldman Sachs,Buy,1680000,1.57,3/20/18,0000741375,N-CSRS,08
Goldman Sachs,Buy,5960000,0.59,3/20/13,0000741375,N-CSRS,08
Goldman Sachs,Buy,6650000,0.22,03/20/12,0000741375,N-CSRS,08
Goldman Sachs,Buy,53000000,0.75,12/20/11,0000741375,N-CSRS,08
Goldman Sachs,Sell,3140000,0.6,12/20/12,0000741375,N-CSRS,08
Goldman Sachs,Sell,6180000,0.8,12/20/17,0000741375,N-CSRS,08
Goldman Sachs,Sell,31245000,1.4,12/20/12,0000741375,N-CSRS,08
Goldman Sachs,Buy,1600000,0.97,3/20/18,0000741375,N-CSRS,08
Goldman Sachs,Buy,1195000,0.33,3/20/13,0000741375,N-CSRS,08
Goldman Sachs,Buy,1700000,0.47,3/20/18,0000741375,N-CSRS,08
Goldman Sachs,Buy,4240000,0.15,12/20/11,0000741375,N-CSRS,08
Goldman Sachs,Buy,8800000,0.16,12/20/11,0000741375,N-CSRS,08
Goldman Sachs,Buy,1660000,3.33,3/20/13,0000741375,N-CSRS,08
Goldman Sachs,Buy,2095000,1.08,3/20/18,0000741375,N-CSRS,08
Goldman Sachs,Buy,1015000,1.24,3/20/18,0000741375,N-CSRS,08
Goldman Sachs,Buy,3050000,1.05,3/20/13,0000741375,N-CSRS,08
Goldman Sachs,Buy,13200000,0.1,03/20/12,0000741375,N-CSRS,08
Goldman Sachs,Buy,13000000,0.12,12/20/11,0000741375,N-CSRS,08
Goldman Sachs,Buy,7800000,0.8,03/20/11,0000741375,N-CSRS,08
JPMorgan Chase,Sell,13005000,0.6,12/20/12,0000741375,N-CSRS,08
