CIK,Reporting Type,Reporting Year,Counterparty,Notional Amount,Reference Entity/Obligation,Expiration Date,Appreciation/Depreciation,Upfront Payments Paid/Received,Buy/Sell Protection,Description,Fixed Rate
0000886244,N-CSR,10, Deutsche Bank AG, AUD,NaN," 90,700,000",NaN,NaN,Buy,"Agreement with Greenwich Capital, dated 12/1/06 to receive monthly the notional amount multiplied by 0.75% and pay in the event of a write down, failure to pay a principal payment or an interest shortfall on BSCMS 2006-T24H.",
0000886244,N-CSR,10, Deutsche Bank AG," 44,940,000",NaN, 12/15/19,NaN,NaN,Buy,"Agreement with Greenwich Capital, dated 12/1/06 to receive monthly the notional amount multiplied by 0.75% and pay in the event of a write down, failure to pay a principal payment or an interest shortfall on MSC 2006-T23H.",
0000886244,N-CSR,10, Goldman Sachs International," 1,700,000,000",NaN, 02/02/37,NaN,NaN,NaN,"Agreement with Royal Bank of Scotland, dated 8/11/06 to receive monthly the notional amount multiplied by 1.08% and pay in the event of a write down, failure to pay a principal payment or an interest shortfall on CSMC 2006 C1K.",
0000886244,N-CSR,10, Goldman Sachs International," 158,200,000",NaN, 11/24/09,NaN,NaN,NaN,,0.63
0000886244,N-CSR,10, Goldman Sachs International," 14,000,000",NaN, 09/01/18,NaN,NaN,NaN,,0.7
0000886244,N-CSR,10, JPMorgan Chase Bank," 105,800,000",NaN, 03/21/12,NaN,NaN,NaN,,4.15
0000886244,N-CSR,10, JPMorgan Chase Bank," 126,800,000",NaN, 11/24/18,NaN,NaN,Sell,,4.15
0000886244,N-CSR,10, JPMorgan Chase Bank," 25,900,000",NaN, 03/18/20,NaN,NaN,NaN,,1.1
0000886244,N-CSR,10, Merrill Lynch International," 65,950,000",NaN, 08/15/16,NaN,NaN,Buy,,1.17
0001095789,N-Q,16,NaN,$240,NaN,12/20/20,NaN,NaN,NaN,NaN,
0000932843,N-CSR,09,"     JPMorgan Chase Bank N.A.     New York     Nordstrom, Inc.  ",NaN,"     JPMorgan Chase Bank N.A.     New York     Nordstrom, Inc.  ","     March 20, 2018 ","     35,361 ",NaN,NaN,NaN,
0000932843,N-CSR,09,"     Bank of America, N.A.     Sealed Air Corp.  ",NaN,"     Bank of America, N.A.     Sealed Air Corp.  ","     March 20, 2018 ","     7,672 ",NaN,NaN,NaN,
0000836487,N-CSR,17," Morgan Stanley & Co., LLC*CDX.NA.HY.27","4,680000"," Morgan Stanley & Co., LLC*CDX.NA.HY.27",12/20/21,126000,172000,NaN,NaN,
0000095603,N-CSRS,13,NaN,150000,"CIT Group, Inc., 5.5%, 2/15/2019, BB-", 12/20/2011 3/20/2017 ,NaN,NaN,NaN,NaN,
0000095603,N-CSRS,13,NaN,490000,"General Motors Corp., 3.3%, 12/20/2017, BB+", 9/20/2012 12/20/2017 ,NaN,NaN,NaN,NaN,
0000088063,N-CSRS,14,NaN,50000,"DISH DBS Corp., 6.75%, 6/1/2021, BB ", 6/20/2013 9/20/2018 ,NaN,NaN,NaN,,NaN
0000088063,N-CSRS,14,NaN,85000,"General Motors Corp., 3.3%, 12/20/2017, BB+", 9/20/2012 12/20/2017 ,NaN,NaN,NaN,NaN,
0001394396,N-CSR,10,     Barclays Bank PLC ,200000,     Austria ,     12/20/13 ,NaN,NaN,NaN,,(0.580%
0001394396,N-CSR,10,     Barclays Bank PLC ,100000,     Austria ,     3/20/14 ,NaN,NaN,NaN,,0.180%
0001394396,N-CSR,10,     Bank of America ,100000,     Egypt ,     6/20/15 ,NaN,NaN,NaN,,(1.000%
0001394396,N-CSR,10,     Citigroup Global Markets ,50000,     Egypt ,     6/20/20 ,NaN,NaN,NaN,,(0.250%
0000880943,N-CSRS,08,Credit Suisse,4000000,NaN,05/20/12,"$42,017",NaN,NaN,,(0.100%
0000880943,N-CSRS,08,International,1750000,NaN,09/20/08,12069,NaN,NaN,,(0.100%
0000880943,N-CSRS,08,Merrill Lynch,900000,NaN,06/20/13,"(26,424",NaN,NaN,,(0.100%
0000880943,N-CSRS,08,Citigroup,103000000,NaN,07/03/08,"$12,273",NaN,NaN,,(0.100%
0000880943,N-CSRS,08,Citigroup,107000000,NaN,07/03/08,"(12,480",NaN,NaN,,(0.100%
0000880943,N-CSRS,08,Citigroup,106000000,NaN,08/02/08,"(74,383",NaN,NaN,,(0.100%
0000880943,N-CSRS,08,Bank AG,103000000,NaN,06/12/08,4931,NaN,NaN,,(0.100%
0000880943,N-CSRS,08,Bank AG,106000000,NaN,07/09/08,"(16,032",NaN,NaN,,(0.100%
0000880943,N-CSRS,08,International,103000000,NaN,06/12/08,5589,NaN,NaN,,(0.100%
0000880943,N-CSRS,08,International,6400000,NaN,03/17/10,"(81,171",NaN,NaN,,(0.100%
0000880943,N-CSRS,08,Chase Bank,85500000,NaN,08/24/11,"(918,883",NaN,NaN,,(0.100%
0000880943,N-CSRS,08,Chase Bank,22500000,NaN,08/24/19,775002,NaN,NaN,,(0.250%
0000880943,N-CSRS,08,Merrill Lynch,103000000,NaN,06/05/08,"(11,019",NaN,NaN,,(0.250%
0000880943,N-CSRS,08,Merrill Lynch,106000000,NaN,07/09/08,"(16,032",NaN,NaN,,(0.580%
0000880943,N-CSRS,08,Merrill Lynch,62800000,NaN,03/15/10,"(202,938",NaN,Sell,,0.180%
0000880943,N-CSRS,08,Merrill Lynch,13700000,NaN,08/31/12,"(393,893",NaN,NaN,,(1.000%
0000880943,N-CSRS,08,Merrill Lynch,17800000,NaN,02/15/15,257645,NaN,Sell ,,(0.250%
0000880943,N-CSRS,08,Merrill Lynch,7900000,NaN,05/15/16,201218,NaN,Buy ,,(0.100%
0000863903,N-Q,15,Goldman Sachs International,"6,960,000",NaN,12/20/2017,"979,703",NaN,Buy ,NaN,
0000863903,N-Q,15,Goldman Sachs International,"8,440,000",NaN,12/20/2017,"618,331",NaN,Buy ,NaN,
0000863903,N-Q,15,Goldman Sachs International,"1,265,000",NaN,03/20/2018,"194,857",NaN,Sell ,NaN,
0000863903,N-Q,15,Deutsche Bank,"3,460,000",NaN,03/20/2018,"524,319",NaN,NaN,NaN,
0001097519,N-CSR,16,Morgan Stanley,"3,289,000"," Markit CDX North AmericaHigh Yield Index, Series 26",06/20/2021,,NaN,NaN,NaN,
0001097519,N-CSR,16,Morgan Stanley,"7,500,000"," Markit CDX North America Investment Grade Index, Series 26",06/20/2021,,NaN,NaN,NaN,
0001097519,N-CSR,16,Morgan Stanley,"10,647,000"," Markit CDX North America High Yield Index, Series 26",06/20/2021,,NaN,NaN,NaN,
0001097519,N-CSR,16,Morgan Stanley,"25,000,000"," Markit CDX North America Investment Grade Index, Series 26",06/20/2021,,NaN,NaN,NaN,
0001097519,N-CSR,16, Morgan Stanley," 7,671,000"," Markit CDX North America High Yield Index, Series 26", 06/20/2021,,NaN,NaN,NaN,
0001097519,N-CSR,16, Morgan Stanley," 18,500,000"," Markit CDX North America Investment Grade Index, Series 26", 06/20/2021,,NaN,NaN,NaN,
0001097519,N-CSR,16, Morgan Stanley," 10,647,000"," Markit CDX North America High Yield Index, Series 26", 06/20/2021,,NaN,NaN,NaN,
0001097519,N-CSR,16, Morgan Stanley," 25,000,000"," Markit CDX North America Investment Grade Index, Series 26", 06/20/2021,,NaN,NaN,NaN,
0001097519,N-CSR,16,Morgan Stanley,"1,370,000"," Markit CDX North America High Yield Index, Series 26",06/20/2021,,NaN,NaN,NaN,
0001097519,N-CSR,16,Morgan Stanley,"12,000,000"," Markit CDX North America Investment Grade Index, Series 26",06/20/2021,,NaN,NaN,NaN,
0000880845,N-Q,15, Goldman Sachs ," $2,000,000 ", Commonwealth of Puerto Rico , 9/20/19 ,NaN,NaN,NaN,NaN,
0000880845,N-Q,15, Goldman Sachs ," 1,500,000 ", Commonwealth of Puerto Rico , 12/20/19 ,NaN,NaN,NaN,NaN,
0000826644,N-CSR,12,      JPMorgan Chase N.A.   ,NaN,     CDX North American High Yield Series 17 Index ,     12/20/16 ,"     599,293 ",NaN, Sell,NaN,
0000820892,N-Q,13,JPMorgan,"5,000,000",Markit CDX NA HY19 Index,12/20/17," 76,777",NaN, Sell,NaN,
0000074663,N-CSR,10,"     Citigroup, Inc.  ","     $10,440 ",     First     Data Corp. ,     12/20/10 ,"     885,943 ",NaN,NaN,NaN,
0000895430,N-Q,09,The Royal Bank of   Scotland PLC,9000000,"Japan Government 2.000%, 03/21/22",06/20/14,NaN,NaN,NaN,NaN,
0000742212,N-CSR,09,Morgan Stanley,USD    100000,Philippine Government,9/17,    $           1     000,NaN,NaN,NaN,
0000742212,N-CSR,09,JPMorgan Chase,"USD  3,000000",Dow Jones CDX NA Emerging,6/13,$      (220)    000,NaN,NaN,NaN,
0000742212,N-CSR,09,Morgan Stanley,"USD    10,000000",Dow Jones CDX NA Emerging,6/13,(698)    000,NaN,NaN,,(0.250%
0000742212,N-CSR,09,Morgan Stanley,"USD  4,400000",Dow Jones CDX NA High,12/12,(467)    000,NaN,Sell,,(0.250%
0000878198,N-Q,15, Goldman Sachs ," $2,250,000 ", Commonwealth of Puerto Rico , 9/20/19 ," $(3,216) ",NaN,Buy,NaN,
0000878198,N-Q,15, Goldman Sachs ," 1,700,000 ", Commonwealth of Puerto Rico , 12/20/19 ," (5,541) ",NaN,Sell,NaN,
0001067442,N-CSRS,08,Goldman Sachs(2),"700,000","AIG, 5.60%, due 10/18/16",03/20/08,(998,NaN,Buy,,(0.100%
0001067442,N-CSRS,08,Morgan Stanley & Co.(1),"200,000","Allstate Corp., 6.125%, due 02/15/12",12/20/08,145,NaN,Buy,,(0.100%
0001067442,N-CSRS,08,UBS AG(1),"300,000","AutoZone, Inc., 5.875%, due 10/15/12",12/20/08,103,NaN,Buy,,(0.100%
0001067442,N-CSRS,08,Lehman Brothers(1),"1,000,000","Bear Stearns Co. Inc., 7.25%, due 02/01/18",03/20/18,,NaN,Buy,,(0.100%
0001067442,N-CSRS,08,Bank of America Securities LLC(1),"2,000,000","Con-way Inc. 7.25%, due 01/15/18",03/20/18,"(9,301",NaN,NaN,,(0.100%
0001067442,N-CSRS,08,Lehman Brothers(1),"100,000","Costco Wholesale Corp., 5.50%, due 03/15/07",12/20/08,,NaN,NaN,,(0.100%
0001067442,N-CSRS,08,Barclays Bank PLC(1),"200,000","DaimlerChrysler, 5.75%, due 09/08/11",09/20/11,163,NaN,NaN,,(0.100%
0001067442,N-CSRS,08,Barclays Bank PLC(1),"600,000",Dow Jones CDX HVOL7 Index,12/20/11,"37,071",NaN,NaN,,(0.100%
0001067442,N-CSRS,08,Lehman Brothers(1),"100,000",Dow Jones CDX HY7 Index,12/20/11,"17,307",NaN,NaN,,(0.100%
0001067442,N-CSRS,08,Citigroup(2),"4,000,000",Dow Jones CDX HY7 Index,06/20/12,"(264,705",NaN,NaN,NaN,
0000093284,N-Q,09,Carnival Corp. ,605,Carnival Corp. ,"March 20, 2018 ",79249,NaN,NaN,NaN,
0000093284,N-Q,09,Centurytel Inc. ,395,Centurytel Inc. ,"September 20, 2017 ",18565,NaN,NaN,NaN,
0000093284,N-Q,09,"Toll Brothers, Inc. ",770,"Toll Brothers, Inc. ","March 20, 2013 ","(20,820",NaN,NaN,NaN,
0000093284,N-Q,09,Pitney Bowes Inc. ,505,Pitney Bowes Inc. ,"March 20, 2013 ",14646,NaN,NaN,NaN,
0000093284,N-Q,09,Avalonbay Communities Inc. ,375,Avalonbay Communities Inc. ,"March 20, 2013 ",38999,NaN,NaN,NaN,
0000093284,N-Q,09,"DJ CDX, N.A. ",3316,"DJ CDX, N.A. ","December 20, 2012 ","(279,768",NaN,NaN,NaN,
0000093284,N-Q,09,"DJ CDX, N.A. ",4304,"DJ CDX, N.A. ","June 20, 2013 ","(126,244",NaN,NaN,NaN,
0000093284,N-Q,09,"DJ CDX, N.A. ",1547,"DJ CDX, N.A. ","December 20, 2012 ","(136,080",NaN,NaN,NaN,
0000093284,N-Q,09,"DJ CDX, N.A. ",1474,"DJ CDX, N.A. ","December 20, 2012 ","(127,930",NaN,NaN,,(1.000%
0000093284,N-Q,09,Sealed Air Corp. ,250,Sealed Air Corp. ,"March 20, 2018 ",57168,NaN,NaN,,(0.250%
0000093284,N-Q,09,"Nordstrom, Inc. ",485,"Nordstrom, Inc. ","March 20, 2018 ",102709,NaN,NaN,,(0.100%
0000093284,N-Q,09,"Nordstrom, Inc. ",285,"Nordstrom, Inc. ","March 20, 2018 ",61753,NaN,NaN,,(0.100%
0000837529,N-CSR,07," Goldman Sachs InternationalHartford Financial ServicesGroup, Inc."," 1,000000"," Goldman Sachs InternationalHartford Financial ServicesGroup, Inc."," December 20, 2011"," 6,582",NaN,NaN,,(0.100%
0000837529,N-CSR,07, Goldman Sachs InternationalMotorola Inc, 330000, Goldman Sachs InternationalMotorola Inc," December 20, 2011"," 4,423",NaN,NaN,NaN,
0000837529,N-CSR,07, Goldman Sachs InternationalMotorola Inc, 670000, Goldman Sachs InternationalMotorola Inc," December 20, 2011"," 8,797",NaN,NaN,NaN,
0000837529,N-CSR,07, Goldman Sachs InternationalSouthwest Airlines Co., 1050000, Goldman Sachs InternationalSouthwest Airlines Co.," December 20, 2011"," 10,039",NaN,NaN,NaN,
0000837529,N-CSR,07, Goldman Sachs InternationalUnion Pacific, 500000, Goldman Sachs InternationalUnion Pacific," December 20, 2011"," 2,644",NaN,NaN,NaN,
0000837529,N-CSR,07, Goldman Sachs InternationalChubb Corp, 950000, Goldman Sachs InternationalChubb Corp," March 20, 2012"," 8,272",NaN,NaN,NaN,
0000837529,N-CSR,07," Citibank, N.A., New YorkCovidien Ltd.", 387000," Citibank, N.A., New YorkCovidien Ltd."," March 20, 2012"," (1,888",NaN,NaN,,1.14
0000837529,N-CSR,07," Citibank, N.A., New YorkCovidien Ltd.", 200000," Citibank, N.A., New YorkCovidien Ltd."," March 20, 2012", (977,NaN,NaN,,4.21
0000837529,N-CSR,07, Goldman Sachs InternationalDell Inc, 495000, Goldman Sachs InternationalDell Inc," March 20, 2012", 408,NaN,NaN,,5.0
0000837529,N-CSR,07," Citibank, N.A., New YorkTyco Electronics", 387000," Citibank, N.A., New YorkTyco Electronics"," March 20, 2012"," 4,323",NaN,NaN,,4.93
0000837529,N-CSR,07," Citibank, N.A., New YorkTyco International", 387000," Citibank, N.A., New YorkTyco International"," March 20, 2012"," 4,323",NaN,NaN,,5.0
0000837529,N-CSR,07," Citibank, N.A., New YorkTyco Electronics", 200000," Citibank, N.A., New YorkTyco Electronics"," March 20, 2012"," 2,236",NaN,NaN,,5.0
0000837529,N-CSR,07," Citibank, N.A., New YorkTyco International", 200000," Citibank, N.A., New YorkTyco International"," March 20, 2012"," 2,236",NaN,NaN,,0.35
0000837529,N-CSR,07, Goldman Sachs InternationalSLM Corp, 775000, Goldman Sachs InternationalSLM Corp," June 20, 2012"," (73,432",NaN,NaN,,5.0
0000837529,N-CSR,07, JPMorgan Chase & Co.Belo Corp, 175000, JPMorgan Chase & Co.Belo Corp," June 20, 2014"," 4,803",NaN,NaN,,5.5
0000837529,N-CSR,07, JPMorgan Chase & Co.Belo Corp, 500000, JPMorgan Chase & Co.Belo Corp," June 20, 2014"," 10,431",NaN,NaN,,5.05
0000837529,N-CSR,07, Goldman Sachs InternationalResidential Capital, 800000, Goldman Sachs InternationalResidential Capital," March 20, 2017"," (100,143",NaN,NaN,,3.38
0000277751,N-CSRS,12,      UBS A.G. Federal Republic of Germany  ,"     700,000 ",      UBS A.G. Federal Republic of Germany  ,     12/20/16 ,"     1,877 ",NaN,NaN,,2.55
0000277751,N-CSRS,12,      UBS A.G. French Republic  ,"     1,000,000 ",      UBS A.G. French Republic  ,     6/20/16 ,"     55,301 ",NaN,NaN,,2.7
0000277751,N-CSRS,12,      UBS A.G. Russian Federation  ,"     1,000,000 ",      UBS A.G. Russian Federation  ,     6/20/16 ,"     (53,537) ",NaN,NaN,,1.0
0000277751,N-CSRS,12,      UBS A.G. Federal Republic of Germany  ,"     700,000 ",      UBS A.G. Federal Republic of Germany  ,     12/20/16 ,1877,NaN,NaN,,1.3
0000277751,N-CSRS,12,      UBS A.G. French Republic  ,"     1,000,000 ",      UBS A.G. French Republic  ,     6/20/16 ,55301,NaN,NaN,,2.27
0000277751,N-CSRS,12,      UBS A.G. Russian Federation  ,"     1,000,000 ",      UBS A.G. Russian Federation  ,     6/20/16 ,-53537,NaN,NaN,,6.7
0000850134,N-CSR,11,Barclays Bank plc,17940000,NaN,3/20/16,NaN,NaN,NaN,,3.05
0000850134,N-CSR,11,"Citibank NA, New York",18070000,NaN,3/20/16,NaN,NaN,NaN,NaN,
0000850134,N-CSR,11,Credit Suisse International,17950000,NaN,3/20/16,NaN,NaN,NaN,NaN,
0000850134,N-CSR,11,Barclays Bank plc,18070000,NaN,3/20/16,NaN,NaN,NaN,NaN,
0000850134,N-CSR,11,Barclays Bank plc,39475000,NaN,6/20/16,NaN,NaN,NaN,NaN,
0000850134,N-CSR,11,Merrill Lynch International,40265000,NaN,6/20/16,NaN,NaN,NaN,NaN,
0000850134,N-CSR,11,Credit Suisse International,19750000,NaN,12/20/15,NaN,NaN,NaN,NaN,
0000850134,N-CSR,11,"JPMorgan Chase Bank NA, NY Branch",19750000,NaN,12/20/15,NaN,NaN,NaN,NaN,
0000850134,N-CSR,11,"JPMorgan Chase Bank NA, NY Branch",23700000,NaN,12/20/15,NaN,NaN,NaN,NaN,
0000850134,N-CSR,11,UBS AG,23700000,NaN,12/20/15,NaN,NaN,NaN,NaN,
0000850134,N-CSR,11,Barclays Bank plc,17950000,NaN,3/20/16,NaN,NaN,NaN,NaN,
0000850134,N-CSR,11,Barclays Bank plc,7360000,NaN,3/20/16,NaN,NaN,NaN,NaN,
0000850134,N-CSR,11,Credit Suisse International,6485000,NaN,6/20/16,NaN,NaN,NaN,NaN,
0000850134,N-CSR,11,"Morgan Stanley Capital Services, Inc.",15590000,NaN,3/24/13,NaN,NaN,NaN,NaN,
0000850134,N-CSR,11,Barclays Bank plc,15535000,NaN,7/20/11,NaN,NaN,NaN,NaN,
0000850134,N-CSR,11,Barclays Bank plc,4670000,NaN,3/20/16,NaN,NaN,NaN,NaN,
0000850134,N-CSR,11,Barclays Bank plc,8970000,NaN,6/20/16,NaN,NaN,NaN,NaN,
0000850134,N-CSR,11,"Services, Inc.",17940000,NaN,3/20/16,NaN,NaN,NaN,NaN,
0000850134,N-CSR,11,"JPMorgan Chase Bank NA, NY Branch",17950000,NaN,3/20/16,NaN,NaN,NaN,NaN,
0000088048,N-CSRS,12,NaN,5000000,"Freeport- McMoRan Copper & Gold, Inc., 8.375%, 4/1/2017, BBB ", 12/20/2010 3/20/2016 ,NaN,NaN,NaN,, 5.000% 
0000906185,N-CSR,15,"      Barclays Capital, Inc.  ","     500,000 ",NaN,     3/20/16 ,NaN,NaN,NaN,NaN,
0000906185,N-CSR,15,"      Barclays Capital, Inc.  ","     75,000 ",NaN,     9/20/15 ,NaN,NaN,NaN,,NaN
0000906185,N-CSR,15,"      Barclays Capital, Inc.  ","     116,000 ",NaN,     6/20/17 ,NaN,NaN,NaN,,NaN
0000906185,N-CSR,15,"      Barclays Capital, Inc.  ","     114,000 ",NaN,     12/20/15 ,NaN,NaN,NaN,,NaN
0000906185,N-CSR,15,      BNP Paribas  ,"     230,000 ",NaN,     12/20/15 ,NaN,NaN,NaN,,NaN
0000906185,N-CSR,15,      BNP Paribas  ,"     120,000 ",NaN,     3/20/16 ,NaN,NaN,NaN,,NaN
0000906185,N-CSR,15,      BNP Paribas  ,"     230,000 ",NaN,     6/20/16 ,NaN,NaN,NaN,,NaN
0000906185,N-CSR,15,      BNP Paribas  ,"     114,000 ",NaN,     6/20/18 ,NaN,NaN,NaN,,NaN
0000906185,N-CSR,15,      BNP Paribas  ,"     500,000 ",NaN,     3/20/20 ,NaN,NaN,NaN,,NaN
0000906185,N-CSR,15,      BNP Paribas  ,"     115,000 ",NaN,     6/20/16 ,NaN,NaN,NaN,,NaN
0000906185,N-CSR,15,      BNP Paribas  ,"     115,000 ",NaN,     6/20/17 ,NaN,NaN,NaN,,NaN
0000906185,N-CSR,15,      BNP Paribas  ,"     60,000 ",NaN,     3/20/20 ,NaN,NaN,NaN,,NaN
0000906185,N-CSR,15,      Citigroup Global Markets  ,"     59,000 ",NaN,     3/20/16 ,NaN,NaN,NaN,,NaN
0000906185,N-CSR,15,      Citigroup Global Markets  ,"     250,000 ",NaN,     3/20/16 ,NaN,NaN,NaN,,NaN
0000906185,N-CSR,15,      Citigroup Global Markets  ,"     59,000 ",NaN,     3/20/16 ,NaN,NaN,NaN,,NaN
0000906185,N-CSR,15,      Citigroup Global Markets  ,"     59,000 ",NaN,     6/20/20 ,NaN,NaN,NaN,,NaN
0000906185,N-CSR,15,      Citigroup Global Markets  ,"     250,000 ",NaN,     3/20/20 ,NaN,NaN,NaN,,NaN
0000906185,N-CSR,15,      Credit Suisse International  ,"     57,000 ",NaN,     6/20/20 ,NaN,NaN,NaN,,NaN
0000906185,N-CSR,15,      Credit Suisse International  ,"     500,000 ",NaN,     3/20/20 ,NaN,NaN,NaN,,NaN
0000906185,N-CSR,15,      Goldman Sachs International  ,"     59,000 ",NaN,     3/20/20 ,NaN,NaN,NaN,,NaN
0000906185,N-CSR,15,      Goldman Sachs International  ,"     60,000 ",NaN,     3/20/20 ,NaN,NaN,NaN,,NaN
0000906185,N-CSR,15,      Goldman Sachs International  ,"     250,000 ",NaN,     3/20/20 ,NaN,NaN,NaN,,NaN
0000906185,N-CSR,15,      Goldman Sachs International  ,"     59,000 ",NaN,     3/20/20 ,NaN,NaN,NaN,,NaN
0000906185,N-CSR,15,      Goldman Sachs International  ,"     120,000 ",NaN,     3/20/17 ,NaN,NaN,NaN,,NaN
0000906185,N-CSR,15,      Goldman Sachs International  ,"     250,000 ",NaN,     3/20/16 ,NaN,NaN,NaN,,NaN
0000906185,N-CSR,15,      Goldman Sachs International  ,"     60,000 ",NaN,     3/20/20 ,NaN,NaN,NaN,,NaN
0000906185,N-CSR,15,      Goldman Sachs International  ,"     250,000 ",NaN,     3/20/20 ,NaN,NaN,NaN,,NaN
0000906185,N-CSR,15,      Goldman Sachs International  ,"     120,000 ",NaN,     3/20/17 ,NaN,NaN,NaN,,NaN
0000906185,N-CSR,15,      Goldman Sachs International  ,"     116,000 ",NaN,     6/20/16 ,NaN,NaN,NaN,,NaN
0000906185,N-CSR,15,      Goldman Sachs International  ,"     114,000 ",NaN,     6/20/17 ,NaN,NaN,NaN,,NaN
0000906185,N-CSR,15,      Goldman Sachs International  ,"     60,000 ",NaN,     3/20/20 ,NaN,NaN,NaN,,NaN
0000906185,N-CSR,15,      JPMorgan Chase & Co.  ,"     118,000 ",NaN,     6/20/16 ,NaN,NaN,NaN,NaN,
0000906185,N-CSR,15,      Morgan Stanley  ,"     59,000 ",NaN,     3/20/20 ,NaN,NaN,NaN,NaN,
0000906185,N-CSR,15,      Bank of America  ,"     $1,047,000 ",NaN,     9/16/15 ,NaN,NaN,NaN,NaN,
0000906185,N-CSR,15,      Bank of America  ,"     746,000 ",NaN,     9/16/15 ,NaN,NaN,NaN,NaN,
0000906185,N-CSR,15,      Bank of America  ,"     746,000 ",NaN,     9/16/15 ,NaN,NaN,NaN,NaN,
0000906185,N-CSR,15,      Goldman Sachs International  ,"     746,000 ",NaN,     9/16/15 ,NaN,NaN,NaN,NaN,
0000906185,N-CSR,15,      Goldman Sachs International  ,"     748,000 ",NaN,     9/16/15 ,NaN,NaN,NaN,NaN,
0000906185,N-CSR,15,      Morgan Stanley  ,"     746,000 ",NaN,     9/16/15 ,NaN,NaN,NaN,NaN,
0000906185,N-CSR,15,      Morgan Stanley  ,"     748,000 ",NaN,     9/16/15 ,NaN,NaN,NaN,NaN,
0000906185,N-CSR,15,      Bank of America  ,"     $746,000 ",NaN,     9/16/15 ,NaN,NaN,NaN,NaN,
0000906185,N-CSR,15,      Bank of America  ,"     1,047,000 ",NaN,     9/16/15 ,NaN,NaN,NaN,NaN,
0000906185,N-CSR,15,      Bank of America  ,"     746,000 ",NaN,     9/16/15 ,NaN,NaN,NaN,NaN,
0000906185,N-CSR,15,      Goldman Sachs International  ,"     750,000 ",NaN,     9/16/15 ,NaN,NaN,NaN,NaN,
0000906185,N-CSR,15,      Goldman Sachs International  ,"     750,000 ",NaN,     9/16/15 ,NaN,NaN,NaN,NaN,
0000906185,N-CSR,15,      Morgan Stanley  ,"     746,000 ",NaN,     9/16/15 ,NaN,NaN,Buy,NaN,
0000906185,N-CSR,15,      Morgan Stanley  ,"     748,000 ",NaN,     9/16/15 ,NaN,NaN,NaN,NaN,
0000906185,N-CSR,15,      Morgan Stanley  ,"     748,000 ",NaN,     9/16/15 ,NaN,NaN,Buy,NaN,
0000747677,N-CSRS,11,NaN,"10,000,000"," Freeport- McMoRan Copper & Gold, Inc., 8.375%, 4/1/2017, BBB- ", 12/20/2010 3/20/2016 ,"(60,189","(4,615",NaN,NaN,
0000747677,N-CSRS,11,NaN,"12,000,000"," MetLife, Inc., 5.0%, 6/15/2015, A- ", 6/22/2009 9/20/2014 ,"1,844,628","(191,373",Buy,NaN,
0000798290,N-Q,15,Credit Suisse International,14000000,NaN,6/20/18,NaN,NaN,NaN,NaN,
0000798290,N-Q,15,Credit Suisse International,4500000,NaN,6/20/18,NaN,NaN,     Sell ,NaN,
0000798290,N-Q,15,JPMorgan Chase Bank N.A.,2500000,NaN,6/20/18,NaN,NaN,     Sell ,NaN,
0000798290,N-Q,15,Barclays Bank PLC,2500000,NaN,6/20/18,NaN,NaN,     Sell ,NaN,
0000798290,N-Q,15,Barclays Bank PLC,28200000,NaN,6/20/20,NaN,NaN,     Sell ,NaN,
0000798290,N-Q,15,Barclays Bank PLC,5500000,NaN,6/20/20,NaN,NaN,NaN,NaN,
0000798290,N-Q,15,Barclays Bank PLC,9000000,NaN,6/20/20,NaN,NaN,NaN,NaN,
0000798290,N-Q,15,Credit Suisse International,20000000,NaN,6/20/20,NaN,NaN,NaN,NaN,
0000798290,N-Q,15,JPMorgan Chase Bank N.A.,5500000,NaN,6/20/18,NaN,NaN,NaN,NaN,
0000798290,N-Q,15,JPMorgan Chase Bank N.A.,6000000,NaN,6/20/18,NaN,NaN,NaN,NaN,
0000798290,N-Q,15,Credit Suisse International,6000000,NaN,6/20/18,NaN,NaN,NaN,NaN,
0000798290,N-Q,15,Credit Suisse International,10000000,NaN,6/20/20,NaN,NaN,NaN,,1.0
0000798290,N-Q,15,JPMorgan Chase Bank N.A.,100000,NaN,6/20/17,NaN,NaN,NaN,,1.0
0000798290,N-Q,15,Bank       of America,5000000,NaN,3/20/20,NaN,NaN,NaN,,5.0
0000798290,N-Q,15,Credit Suisse International,5000000,NaN,6/20/20,NaN,NaN,NaN,,5.0
0000798290,N-Q,15,Barclays Bank PLC,3500000,NaN,12/20/17,NaN,NaN,NaN,,5.0
0000798290,N-Q,15,JPMorgan Chase Bank N.A.,3500000,NaN,12/20/17,NaN,NaN,NaN,,1.0
0000798290,N-Q,15,JPMorgan Chase Bank N.A.,13000000,NaN,9/20/18,NaN,NaN,NaN,,1.0
0000798290,N-Q,15,JPMorgan Chase Bank N.A.,12700000,NaN,3/20/19,NaN,NaN,NaN,,3.35
0000798290,N-Q,15,Bank       of America,6000000,NaN,3/20/20,NaN,NaN,NaN,,5.0
0000798290,N-Q,15,Barclays Bank PLC,10500000,NaN,6/20/19,NaN,NaN,Buy,NaN,
0000798290,N-Q,15,Barclays Bank PLC,4400000,NaN,6/20/18,NaN,NaN,Buy,NaN,
0000798290,N-Q,15,JPMorgan Chase Bank N.A.,100000,NaN,9/20/17,NaN,NaN,Buy,NaN,
0000798290,N-Q,15,JPMorgan Chase Bank N.A.,5000000,NaN,9/20/17,NaN,NaN,Buy,NaN,
