CIK,Reporting Type,Reporting Year,Counterparty,Notional Amount,Reference Entity/Obligation,Expiration Date,Appreciation/Depreciation,Upfront Payments Paid/Received,Buy/Sell Protection,Description,Fixed Rate,Spread,25% Recovery Rate,50% Recovery Rate,75% Recovery Rate
772129,N-CSR,10, Deutsche Bank AG,22000000,NaN, 6/20/2013,NaN, 5.79% ,NaN,NaN,1.75,NaN,#VALUE!,#VALUE!,#VALUE!
772129,N-CSR,10, Deutsche Bank AG,143574073,NaN, 6/21/2013,NaN, 2.35% ,NaN,NaN,0.13,NaN,#VALUE!,#VALUE!,#VALUE!
772129,N-CSR,10, JP Morgan Chase Bank,20498535,NaN, 6/24/2013,NaN, 1.37% ,NaN,NaN,1.67,NaN,#VALUE!,#VALUE!,#VALUE!
772129,N-CSR,10, JP Morgan Chase Bank,277250000,NaN, 8/20/2013,NaN, 0.96% ,NaN,NaN,1.15,NaN,#VALUE!,#VALUE!,#VALUE!
74663,N-CSR,6,NaN,12000000,NaN, 12/20/2010,381347,NaN,NaN," Agreement with Citibank N.A. dated 10/21/2005 to pay 5.46% per year times the notional amount. In exchange for that periodic payment, upon a default event by Toys 'R' Us, Inc., Citibank N.A agrees to pay the Portfolio the notional amount of the swap. To receive that payment, the Portfolio must deliver a bond (with par value equal to the notional amount of the swap) issued by Toys 'R' Us to Citibank N.A.",1.2,NaN,#VALUE!,#VALUE!,#VALUE!
895430,N-Q,11,The   Royal Bank of Scotland PLC,9000000,Japanese Government Bond,12/20/14,NaN,NaN,NaN,NaN,3.95,NaN,#VALUE!,#VALUE!,#VALUE!
802716,N-Q,7,Bear Stearns,1600,Rohm &   Haas,9/20/12,NaN,NaN,NaN,NaN,3.1,NaN,#VALUE!,#VALUE!,#VALUE!
802716,N-Q,7,Bear Stearns,2400,VF Corp.,9/20/12,NaN,NaN,NaN,NaN,1.65,NaN,#VALUE!,#VALUE!,#VALUE!
802716,N-Q,7,Bear Stearns,2400,Nucor,9/20/17,NaN,NaN,NaN,NaN,2.65,NaN,#VALUE!,#VALUE!,#VALUE!
802716,N-Q,7,Bear Steans,400,Rohm &   Haas,9/20/12,0,NaN,NaN,NaN,5.05,NaN,#VALUE!,#VALUE!,#VALUE!
802716,N-Q,7,Bear Stearns,600,VF Corp.,9/20/12,(1,NaN,NaN,NaN,1.07,NaN,#VALUE!,#VALUE!,#VALUE!
802716,N-Q,7,Bear Stearns,600,Nucor,9/20/17,,NaN,NaN,NaN,0.83,NaN,#VALUE!,#VALUE!,#VALUE!
846799,N-Q,11,"Citigroup, Inc.",284000,"MBIA Global Funding, LLC",09/20/13," (57,457)"," (45,963)",NaN,NaN,3.15,NaN,#VALUE!,#VALUE!,#VALUE!
846799,N-Q,11,"Citigroup, Inc.",139000,"MBIA Global Funding, LLC",09/20/13,"(29,996)","(20,622)",NaN,NaN,0.81,NaN,#VALUE!,#VALUE!,#VALUE!
846799,N-Q,11,Goldman Sachs &   Co.,241000,"MBIA Global Funding, LLC",09/20/13,"(52,460)","(35,301)",NaN,NaN,2.62,NaN,#VALUE!,#VALUE!,#VALUE!
846799,N-Q,11,JPMorgan   Chase & Co.,480000,"MBIA Global Funding, LLC",09/20/13,"(139,510)","(35,285)",NaN,NaN,2.2,NaN,#VALUE!,#VALUE!,#VALUE!
846799,N-Q,11,JPMorgan   Chase & Co.,4250000,CDX.NA.HY.17,12/20/16,"(14,610)","(501,768)",NaN,NaN,3.25,NaN,#VALUE!,#VALUE!,#VALUE!
846799,N-Q,11,"Citigroup, Inc.",284000,MBIA Inc.,09/20/13,8053,36342,NaN,NaN,1.64,NaN,#VALUE!,#VALUE!,#VALUE!
846799,N-Q,11,"Citigroup, Inc.",140000,MBIA Inc.,09/20/13,3218,18667,NaN,NaN,2.65,NaN,#VALUE!,#VALUE!,#VALUE!
846799,N-Q,11,JPMorgan   Chase & Co.,959000,MBIA Inc.,09/20/13,83128,66785,NaN,NaN,2.95,NaN,#VALUE!,#VALUE!,#VALUE!
820120,N-CSRS,10,"JPMorgan Chase Bank NA, NY Branch",8910,"CDX North America High Yield Index, Series 13 ",60879,NaN,50681,NaN,NaN,2.88,NaN,#VALUE!,#VALUE!,#VALUE!
918199,N-CSR,8, JP Morgan Chase ," $1,500,000 ", Republic of Hungary , 11/20/2011 ," $  8,786 ",NaN,NaN,NaN,1.15,NaN,#VALUE!,#VALUE!,#VALUE!
918199,N-CSR,8, Lehman Brothers  ," $5,700,000 ", Government of Brazil , 10/20/2012 ," $(9,501 ",NaN,NaN,NaN,3.95,NaN,#VALUE!,#VALUE!,#VALUE!
918199,N-CSR,8, Barclays  ," $2,850,000 ", Government of Brazil , 10/20/2012 ," $(6,000 ",NaN,NaN,NaN,3.1,NaN,#VALUE!,#VALUE!,#VALUE!
1469192,N-CSR,16,Citibank N.A.,"236,926000","Republic of South Africa5.50%, due 3/9/20",6/20/2019,5851308,"(8,857,234",NaN,NaN,1.65,5.5,7.3333333333,11,22
1046232,N-Q,8," CitiBank,                                 Inc."," $8,000,000"," BorgWarner, Inc.,                                 6.50%, 02/15/2009", 06/20/2012,NaN, 0.26%,NaN,NaN,2.65,6.5,8.6666666667,13,26
1046232,N-Q,8," Goldman Sachs Group,                                 Inc.",8000000," Avon Products, Inc.,                                 7.15%, 11/15/2009", 06/20/2012,NaN, 0.15%,NaN,NaN,5.05,7.15,9.5333333333,14.3,28.6
1046232,N-Q,8," Goldman Sachs Group,                                 Inc.",8000000," PPG Industries, 7.05%,                                 09/20/2012", 09/20/2012,NaN, 0.22%,NaN,NaN,1.07,7.05,9.4,14.1,28.2
52136,N-CSRS,14,"Bank of America, N.A.",3797500,"iTraxx Europe Crossover Series 18, 5-Year",12/20/2017,NaN,NaN,NaN,NaN,3.15,NaN,#VALUE!,#VALUE!,#VALUE!
52136,N-CSRS,14,"Bank of America, N.A.",24550000,Republic of Brazil,6/20/2019,NaN,NaN,NaN,NaN,0.81,NaN,#VALUE!,#VALUE!,#VALUE!
52136,N-CSRS,14,JPMorgan Chase Bank N.A.,12500000,"General Mills, Inc.",9/20/2019,NaN,NaN,NaN,NaN,2.62,NaN,#VALUE!,#VALUE!,#VALUE!
52136,N-CSRS,14,JPMorgan Chase Bank N.A.,12300000,Kellogg Co.,9/20/2019,NaN,NaN,NaN,NaN,2.2,NaN,#VALUE!,#VALUE!,#VALUE!
52136,N-CSRS,14,JPMorgan Chase Bank N.A.,11175000,"Safeway, Inc.",9/20/2019,NaN,NaN,NaN,NaN,3.25,NaN,#VALUE!,#VALUE!,#VALUE!
52136,N-CSRS,14,NaN,3100000,"CDX.NA.HY** Series 22, 5-Year",6/20/2019,NaN,NaN,NaN,NaN,1.67,NaN,#VALUE!,#VALUE!,#VALUE!
52136,N-CSRS,14,NaN,37224000,"CDX.NA.HY** Series 22, 5-Year",6/20/2019,NaN,NaN,NaN,NaN,1.64,NaN,#VALUE!,#VALUE!,#VALUE!
1488175,N-CSR,12,Barclays Bank plc,70000,NaN,3/20/16,NaN,NaN,NaN,NaN,2.65,NaN,#VALUE!,#VALUE!,#VALUE!
1488175,N-CSR,12,Credit Suisse International,85000,NaN,6/20/16,NaN,NaN,NaN,NaN,2.95,NaN,#VALUE!,#VALUE!,#VALUE!
1488175,N-CSR,12,Barclays Bank plc,50000,NaN,3/20/16,NaN,NaN,NaN,NaN,2.88,NaN,#VALUE!,#VALUE!,#VALUE!
1488175,N-CSR,12,Barclays Bank plc,63000,NaN,6/20/16,NaN,NaN,NaN,NaN,1.15,NaN,#VALUE!,#VALUE!,#VALUE!
1488175,N-CSR,12,Goldman Sachs International,90000,NaN,6/20/16,NaN,NaN,NaN,NaN,3.95,NaN,#VALUE!,#VALUE!,#VALUE!
1488175,N-CSR,12,HSBC Bank USA NA,20000,NaN,3/20/16,NaN,NaN,NaN,NaN,3.1,NaN,#VALUE!,#VALUE!,#VALUE!
1279392,N-CSR,17,Goldman Sachs,50000000,NaN,12/20/2021,NaN,NaN,NaN,NaN,1.65,NaN,#VALUE!,#VALUE!,#VALUE!
875352,N-CSR,17,CITI,330000,ICE - CDX.NA.HY.275     ,12/20/21,"$1,534",5.00%,NaN,NaN,2.65,NaN,#VALUE!,#VALUE!,#VALUE!
1066602,N-Q,9,Morgan Stanley   Capital Services Inc.,2000000,"Beazer Homes USA   6.500%, 11/15/13",06/20/09,NaN,NaN,NaN,NaN,5.05,6.5,8.6666666667,13,26
1066602,N-Q,9,Goldman Sachs   International,3000000,"General Motors   Corp. 7.125%, 07/15/13",12/20/13,NaN,NaN,NaN,NaN,1.07,7.125,9.5,14.25,28.5
1066602,N-Q,9,Merrill Lynch   International,2000000,"General Motors   Corp. 7.125%, 07/15/13",03/20/09,NaN,NaN,NaN,NaN,3.15,7.125,9.5,14.25,28.5
1066602,N-Q,9,Merrill Lynch   International,2000000,"GMAC LLC 6.875%,   08/28/12",06/20/09,NaN,NaN,NaN,NaN,0.81,6.875,9.1666666667,13.75,27.5
1066602,N-Q,9,Goldman Sachs   International,2000000,"Harrah's   Operating Co. Inc. 5.625%, 06/01/15",06/20/09,NaN,NaN,NaN,NaN,2.62,5.625,7.5,11.25,22.5
1066602,N-Q,9,"JPMorgan Chase   Bank N.A., New York",2000000,"K. Hovnanian   Enterprises 6.500%, 01/15/14",06/20/09,NaN,NaN,NaN,NaN,2.2,6.5,8.6666666667,13,26
1066602,N-Q,9,Credit Suisse   International,2000000,"Visteon Corp.   7.000%, 03/10/14",06/20/09,NaN,NaN,NaN,NaN,3.25,7,9.3333333333,14,28
1066602,N-Q,9,UBS AG,2135000,"Australia &   New Zealand Banking Group 4.450%, 02/05/15",09/20/17,NaN,NaN,NaN,NaN,1.67,4.45,5.9333333333,8.9,17.8
1066602,N-Q,9,UBS AG,1972000,"Australia &   New Zealand Banking Group 4.450%, 02/05/15",09/20/17,NaN,NaN,NaN,NaN,1.64,4.45,5.9333333333,8.9,17.8
1066602,N-Q,9,"Citibank N.A.,   New York",5332000,"Bank of America   Corp. 6.250%, 04/15/12",12/20/13,NaN,NaN,NaN,NaN,2.65,6.25,8.3333333333,12.5,25
1066602,N-Q,9,"Citibank N.A.,   New York",5781000,"BNP Paribas   4.750%, 04/04/11",09/20/13,NaN,NaN,NaN,NaN,2.95,4.75,6.3333333333,9.5,19
1066602,N-Q,9,"Citibank N.A.,   New York",4900000,"BNP Paribas   4.750%, 04/04/11",09/20/13,NaN,NaN,NaN,NaN,2.88,4.75,6.3333333333,9.5,19
1066602,N-Q,9,"Citibank N.A.,   New York",2744000,"BNP Paribas   5.250%, 12/17/12",09/20/17,NaN,NaN,NaN,NaN,4.5,5.25,7,10.5,21
1066602,N-Q,9,"Citibank N.A.,   New York",574000,"BNP Paribas   5.250%, 12/17/12",09/20/17,NaN,NaN,NaN,NaN,4.5,5.25,7,10.5,21
1066602,N-Q,9,"Citibank N.A.,   New York",1294000,"BNP Paribas   5.250%, 12/17/12",09/20/17,NaN,NaN,NaN,NaN,4.5,5.25,7,10.5,21
1066602,N-Q,9,"Citibank N.A.,   New York",29940000,CDX.EM.9 Index,06/20/13,NaN,NaN,NaN,NaN,1.67,NaN,#VALUE!,#VALUE!,#VALUE!
1066602,N-Q,9,"Citibank N.A.,   New York",5116000,CDX.EM.9 Index,06/20/13,NaN,NaN,NaN,NaN,2.88,NaN,#VALUE!,#VALUE!,#VALUE!
1066602,N-Q,9,"Citibank N.A.,   New York",5761000,CDX.EM.9 Index,06/20/13,NaN,NaN,NaN,NaN,1.15,NaN,#VALUE!,#VALUE!,#VALUE!
1066602,N-Q,9,Barclays Bank PLC,654000,CDX.EM.10 Index,12/20/13,NaN,NaN,NaN,NaN,3.95,NaN,#VALUE!,#VALUE!,#VALUE!
1066602,N-Q,9,Barclays Bank PLC,13063000,CDX.EM.10 Index,12/20/13,NaN,NaN,NaN,NaN,3.1,NaN,#VALUE!,#VALUE!,#VALUE!
1066602,N-Q,9,Barclays Bank PLC,12909552,CDX.NA.IG.10   Index,06/20/13,NaN,NaN,NaN,NaN,1.65,NaN,#VALUE!,#VALUE!,#VALUE!
1066602,N-Q,9,"Citibank N.A.,   New York",6120496,CDX.NA.IG.10   Index,06/20/13,NaN,NaN,NaN,NaN,2.65,NaN,#VALUE!,#VALUE!,#VALUE!
1066602,N-Q,9,Barclays Bank PLC,6665000,CDX.NA.IG.11   Index,12/20/13,NaN,NaN,NaN,NaN,5.05,NaN,#VALUE!,#VALUE!,#VALUE!
1066602,N-Q,9,Goldman Sachs   International,7165000,CDX.NA.IG.11   Index,12/20/13,NaN,NaN,NaN,NaN,1.07,NaN,#VALUE!,#VALUE!,#VALUE!
1066602,N-Q,9,"Citibank N.A.,   New York",500000,"Darden   Restaurants Inc. 6.000%, 08/15/35",06/20/13,NaN,NaN,NaN,NaN,3.15,6,8,12,24
1066602,N-Q,9,Bear Stearns   Credit Products Inc.,2241000,"Darden   Restaurants Inc. 7.125%, 02/01/16",03/20/18,NaN,NaN,NaN,NaN,0.81,7.125,9.5,14.25,28.5
1066602,N-Q,9,"Citibank N.A.,   New York",632000,"Darden   Restaurants Inc. 7.125%, 02/01/16",12/20/12,NaN,NaN,NaN,NaN,2.62,7.125,9.5,14.25,28.5
1066602,N-Q,9,"Citibank N.A.,   New York",624000,"Darden   Restaurants Inc. 7.125%, 02/01/16",12/20/17,NaN,NaN,NaN,NaN,2.2,7.125,9.5,14.25,28.5
1066602,N-Q,9,"Citibank N.A.,   New York",2529000,"Devon Energy   Corp. 7.950%, 04/15/32",12/20/13,NaN,NaN,NaN,NaN,3.25,7.95,10.6,15.9,31.8
1066602,N-Q,9,Morgan Stanley   Capital Services Inc.,1287500,"Domtar Corp.   7.875%, 10/15/11",09/20/11,NaN,NaN,NaN,NaN,1.67,7.875,10.5,15.75,31.5
1066602,N-Q,9,"Citibank N.A.,   New York",2510000,"Dow Chemical Co.   7.375%, 11/01/29",12/20/13,NaN,NaN,NaN,NaN,1.64,7.375,9.8333333333,14.75,29.5
1066602,N-Q,9,Goldman Sachs   International,3460000,"Dow Chemical Co.   7.375%, 11/01/29",12/20/13,NaN,NaN,NaN,NaN,2.65,7.375,9.8333333333,14.75,29.5
1066602,N-Q,9,Barclays Bank PLC,1456000,"GAP Inc. 8.800%,   12/15/08*",06/20/13,NaN,NaN,NaN,NaN,2.95,8.8,11.7333333333,17.6,35.2
1066602,N-Q,9,"Citibank N.A.,   New York",651000,"GAP Inc. 8.800%,   12/15/08*",06/20/13,NaN,NaN,NaN,NaN,2.88,8.8,11.7333333333,17.6,35.2
1066602,N-Q,9,"Citibank N.A.,   New York",645000,"GAP Inc. 8.800%,   12/15/08*",06/20/13,NaN,NaN,NaN,NaN,1.15,8.8,11.7333333333,17.6,35.2
1066602,N-Q,9,Goldman Sachs International,3026000,"Halliburton Co.   5.500%, 10/15/10",12/20/13,NaN,NaN,NaN,NaN,3.95,5.5,7.3333333333,11,22
1066602,N-Q,9,UBS AG,2135000,"HSBC Bank PLC   4.250%, 03/18/16",09/20/17,NaN,NaN,NaN,NaN,3.1,4.25,5.6666666667,8.5,17
1066602,N-Q,9,"Citibank N.A.,   New York",5121000,"International   Lease Finance Corp. 4.150%, 01/20/15",06/20/13,NaN,NaN,NaN,NaN,1.65,4.15,5.5333333333,8.3,16.6
1066602,N-Q,9,"Citibank N.A.,   New York",3250000,"International   Paper Co. 5.300%, 04/01/15",12/20/13,NaN,NaN,NaN,NaN,2.65,5.3,7.0666666667,10.6,21.2
1066602,N-Q,9,"Citibank N.A.,   New York",1277000,"International   Paper Co. 5.300%, 04/01/15",12/20/13,NaN,NaN,NaN,NaN,5.05,5.3,7.0666666667,10.6,21.2
1066602,N-Q,9,Goldman Sachs   International,1428000,"International   Paper Co. 5.300%, 04/01/15",12/20/13,NaN,NaN,NaN,NaN,1.07,5.3,7.0666666667,10.6,21.2
1066602,N-Q,9,Goldman Sachs   International,3034000,"International   Paper Co. 5.850%, 10/30/12",12/20/13,NaN,NaN,NaN,NaN,3.15,5.85,7.8,11.7,23.4
1066602,N-Q,9,Barclays Bank PLC,4050377,LCDX.NA.9 Index   (15-100% Tranche),12/20/12,NaN,NaN,     Sell ,NaN,0.81,NaN,#VALUE!,#VALUE!,#VALUE!
1066602,N-Q,9,Goldman Sachs   International,1808000,"Liberty Mutual   Insurance 7.875%, 10/15/26",12/20/13,NaN,NaN,     Sell ,NaN,2.62,7.875,10.5,15.75,31.5
1066602,N-Q,9,Barclays Bank PLC,700000,"Louisiana-Pacific   Corp. 8.875%, 08/15/10",03/20/13,NaN,NaN,     Sell ,NaN,2.2,8.875,11.8333333333,17.75,35.5
1066602,N-Q,9,"Citibank N.A.,   New York",1363000,"Louisiana-Pacific   Corp. 8.875%, 08/15/10",12/20/12,NaN,NaN,     Sell ,NaN,3.25,8.875,11.8333333333,17.75,35.5
1066602,N-Q,9,"Citibank N.A.,   New York",1255000,"Louisiana-Pacific   Corp. 8.875%, 08/15/10",12/20/12,NaN,NaN,     Sell ,NaN,1.67,8.875,11.8333333333,17.75,35.5
1066602,N-Q,9,Morgan Stanley   Capital Services Inc.,1062000,"Louisiana-Pacific   Corp. 8.875%, 08/15/10",12/20/12,NaN,NaN,     Sell ,NaN,1.64,8.875,11.8333333333,17.75,35.5
1066602,N-Q,9,Morgan Stanley   Capital Services Inc.,2631000,"Louisiana-Pacific   Corp. 8.875%, 08/15/10",09/20/13,NaN,NaN,     Sell ,NaN,2.65,8.875,11.8333333333,17.75,35.5
1066602,N-Q,9,UBS AG,1434000,"Louisiana-Pacific   Corp. 8.875%, 08/15/10",12/20/12,NaN,NaN,NaN,NaN,2.95,8.875,11.8333333333,17.75,35.5
1066602,N-Q,9,"Citibank N.A.,   New York",2682000,"Marks &   Spencer PLC 6.375%, 11/07/11",03/20/13,NaN,NaN,NaN,NaN,2.88,6.375,8.5,12.75,25.5
1066602,N-Q,9,"Citibank N.A.,   New York",2298000,"Marks &   Spencer PLC 6.375%, 11/07/11",03/20/13,NaN,NaN,NaN,NaN,0.95,6.375,8.5,12.75,25.5
1066602,N-Q,9,"Citibank N.A.,   New York",641000,"MBIA Inc. 6.625%,   10/01/28",09/20/13,NaN,NaN,NaN,NaN,1.06,6.625,8.8333333333,13.25,26.5
1066602,N-Q,9,"Citibank N.A.,   New York",1311000,"MBIA Inc. 6.625%,   10/01/28",09/20/13,NaN,NaN,NaN,NaN,2.99,6.625,8.8333333333,13.25,26.5
1066602,N-Q,9,Goldman Sachs   International,2539000,"MBIA Inc. 6.625%,   10/01/28",09/20/13,NaN,NaN,NaN,NaN,0.67,6.625,8.8333333333,13.25,26.5
1066602,N-Q,9,"JPMorgan Chase   Bank, N.A. New York",9443000,"MBIA Inc. 6.625%,   10/01/28",09/20/13,NaN,NaN,NaN,NaN,0.88,6.625,8.8333333333,13.25,26.5
1066602,N-Q,9,Goldman Sachs   International,3034000,"MeadWestvaco   Corp. 6.850%, 04/01/12",12/20/13,NaN,NaN,NaN,NaN,2.99,6.85,9.1333333333,13.7,27.4
1066602,N-Q,9,Barclays Bank PLC,726000,"Norbord Inc. 7.250%,   07/01/12",06/20/13,NaN,NaN,NaN,NaN,5,7.25,9.6666666667,14.5,29
1066602,N-Q,9,"Citibank N.A.,   New York",3377000,"Norbord Inc.   7.250%, 07/01/12",12/20/17,NaN,NaN,NaN,NaN,5,7.25,9.6666666667,14.5,29
1066602,N-Q,9,Morgan Stanley   Capital Services Inc.,2136000,"Norbord Inc.   7.250%, 07/01/12",09/20/13,NaN,NaN,NaN,NaN,0.2,7.25,9.6666666667,14.5,29
1066602,N-Q,9,UBS AG,606500,"Norbord Inc.   7.250%, 07/01/12",06/20/12,NaN,NaN,NaN,NaN,0.12,7.25,9.6666666667,14.5,29
1066602,N-Q,9,UBS AG,1342000,"Norbord Inc.   7.250%, 07/01/12",12/20/17,NaN,NaN,NaN,NaN,0.15,7.25,9.6666666667,14.5,29
1066602,N-Q,9,"Citibank N.A.,   New York",1248000,"Potash Corp. of   Saskatchewan 7.750%, 05/31/11",03/20/13,NaN,NaN,NaN,NaN,0.157,7.75,10.3333333333,15.5,31
1066602,N-Q,9,Goldman Sachs   International,3735000,"Potash Corp. of   Saskatchewan 7.750%, 05/31/11",03/20/18,NaN,NaN,NaN,NaN,0.43,7.75,10.3333333333,15.5,31
1066602,N-Q,9,Morgan Stanley   Capital Services Inc.,2497000,"Potash Corp. of   Saskatchewan 7.750%, 05/31/11",03/20/13,NaN,NaN,NaN,NaN,0.43,7.75,10.3333333333,15.5,31
1066602,N-Q,9,Goldman Sachs   International,1012000,"Temple-Inland   Inc. 6.625%, 01/15/18",12/20/13,NaN,NaN,NaN,NaN,0.43,6.625,8.8333333333,13.25,26.5
1066602,N-Q,9,"JPMorgan Chase   Bank N.A., New York",1384000,"Temple-Inland   Inc. 7.875%, 05/01/12",03/20/14,NaN,NaN,NaN,NaN,0.43,7.875,10.5,15.75,31.5
1066602,N-Q,9,"JPMorgan Chase   Bank N.A., New York",1384000,"Temple-Inland   Inc. 7.875%, 05/01/12",03/20/14,NaN,NaN,NaN,NaN,0.1,7.875,10.5,15.75,31.5
1066602,N-Q,9,Morgan Stanley   Capital Services Inc.,1041000,"Temple-Inland   Inc. 7.875%, 05/01/12",03/20/14,NaN,NaN,NaN,NaN,0.43,7.875,10.5,15.75,31.5
1066602,N-Q,9,Morgan Stanley   Capital Services Inc.,2401000,"Temple-Inland   Inc. 7.875%, 05/01/12",09/20/17,NaN,NaN,NaN,NaN,0.43,7.875,10.5,15.75,31.5
1066602,N-Q,9,UBS AG,2476000,"Temple-Inland   Inc. 7.875%, 05/01/12",03/20/14,NaN,NaN,NaN,NaN,0.22,7.875,10.5,15.75,31.5
1066602,N-Q,9,Morgan Stanley   Capital Services Inc.,2200000,"Verizon   Communications Inc. 4.900%, 09/15/15",12/20/13,NaN,NaN,NaN,NaN,0.62,4.9,6.5333333333,9.8,19.6
1066602,N-Q,9,"Citibank N.A.,   New York",1284000,"VF Corp. 8.500%,   10/01/10",09/20/13,NaN,NaN,NaN,NaN,0.3,8.5,11.3333333333,17,34
1066602,N-Q,9,"Citibank N.A.,   New York",644000,"VF Corp. 8.500%,   10/01/10",09/20/13,NaN,NaN,NaN,NaN,0.33,8.5,11.3333333333,17,34
1066602,N-Q,9,"Citibank N.A.,   New York",1063000,"VF Corp. 8.500%,   10/01/10",09/20/13,NaN,NaN,NaN,NaN,0.2,8.5,11.3333333333,17,34
1066602,N-Q,9,"Citibank N.A.,   New York",1249000,"VF Corp. 8.500%,   10/01/10",09/20/13,NaN,NaN,Buy,NaN,0.12,8.5,11.3333333333,17,34
1066602,N-Q,9,Morgan Stanley   Capital Services Inc.,2422000,"VF Corp. 8.500%,   10/01/10",09/20/13,NaN,NaN,Buy,NaN,0.15,8.5,11.3333333333,17,34
1066602,N-Q,9,UBS AG,2135000,"Westpac Banking   Corp. 5.875%, 04/29/18",09/20/17,NaN,NaN,Buy,NaN,0.157,5.875,7.8333333333,11.75,23.5
1066602,N-Q,9,UBS AG,1972000,"Westpac Banking   Corp. 5.875%, 4/29/18",09/20/17,NaN,NaN,Buy,NaN,0.43,5.875,7.8333333333,11.75,23.5
1066602,N-Q,9,"Citibank N.A.,   New York",2341000,"Westvaco Corp.   7.950%, 02/15/31",12/20/13,NaN,NaN,Sell,NaN,0.43,7.95,10.6,15.9,31.8
1066602,N-Q,9,"Citibank N.A.,   New York",1068000,"Westvaco Corp.   7.950%, 02/15/31",12/20/13,NaN,NaN,Sell,NaN,0.43,7.95,10.6,15.9,31.8
1066602,N-Q,9,Goldman Sachs   International,2593000,"Westvaco Corp.   7.950%, 02/15/31",12/20/13,NaN,NaN,Sell,NaN,0.43,7.95,10.6,15.9,31.8
1066602,N-Q,9,"JPMorgan Chase   Bank N.A., New York",2582000,"Weyerhaeuser Co.   6.750%, 03/15/12",03/20/14,NaN,NaN,Sell,NaN,0.1,6.75,9,13.5,27
1066602,N-Q,9,"Citibank N.A.,   New York",4521000,"Weyerhaeuser Co.   7.125%, 07/15/23",12/20/13,NaN,NaN,Buy,NaN,0.43,7.125,9.5,14.25,28.5
1066602,N-Q,9,Goldman Sachs   International,3034000,"Weyerhaeuser Co.   7.125%, 07/15/23",12/20/13,NaN,NaN,Buy,NaN,0.43,7.125,9.5,14.25,28.5
1066602,N-Q,9,"Citibank N.A.,   New York",1782000,"Whirlpool Corp.   7.750%, 07/15/16",09/20/13,NaN,NaN,Buy,NaN,0.22,7.75,10.3333333333,15.5,31
1066602,N-Q,9,"Citibank N.A.,   New York",2314000,"Whirlpool Corp.   7.750%, 07/15/16",09/20/13,NaN,NaN,NaN,NaN,0.62,7.75,10.3333333333,15.5,31
1066602,N-Q,9,"Citibank N.A.,   New York",1240000,"Whirlpool Corp.   7.750%, 07/15/16",09/20/13,NaN,NaN,NaN,NaN,0.3,7.75,10.3333333333,15.5,31
1066602,N-Q,9,"Citibank N.A.,   New York",773000,"Whirlpool Corp.   7.750%, 07/15/16",09/20/13,NaN,NaN,NaN,NaN,0.33,7.75,10.3333333333,15.5,31
1066602,N-Q,9,Morgan Stanley   Capital Services Inc.,1369000,"Whirlpool Corp.   7.750%, 07/15/16",09/20/13,NaN,NaN,NaN,NaN,0.2,7.75,10.3333333333,15.5,31
1066602,N-Q,9,"Citibank N.A.,   New York",1250000,"Williams   Companies Inc. 7.500%, 01/15/31",12/20/13,NaN,NaN,NaN,NaN,0.12,7.5,10,15,30
1066602,N-Q,9,Goldman Sachs International,3000000,"American Axle and Manufacturing Inc. 5.250%, 02/11/14",12/20/13,NaN,NaN,NaN,NaN,0.15,5.25,7,10.5,21
1066602,N-Q,9,JPMorgan Chase Bank N.A.,2000000,"Centex Corp. 5.250%, 06/15/15",12/20/13,NaN,NaN,NaN,NaN,0.157,5.25,7,10.5,21
1066602,N-Q,9,Goldman Sachs International,2000000,"Newell Rubbermaid Inc. 6.750%, 03/15/12",09/20/13,NaN,NaN,NaN,NaN,0.43,6.75,9,13.5,27
1066602,N-Q,9,"JPMorgan Chase Bank N.A., New York",2000000,"Norbord Inc. 7.250%, 07/01/12",06/20/14,NaN,NaN,NaN,NaN,0.43,7.25,9.6666666667,14.5,29
1066602,N-Q,9,JPMorgan Chase Bank N.A.,2000000,"Pulte Homes Inc. 5.250%, 01/15/14",12/20/13,NaN,NaN,NaN,NaN,0.1,5.25,7,10.5,21
1066602,N-Q,9,Barclays Bank PLC,2000000,"Visteon Corp. 7.000%, 03/10/14",12/20/13,NaN,NaN,NaN,NaN,1.19,7,9.3333333333,14,28
1066602,N-Q,9,UBS AG,1288000,"Domtar Corp.   7.875%, 10/15/11",09/20/11,NaN,NaN,Sell,NaN,0.43,7.875,10.5,15.75,31.5
1066602,N-Q,9,"Citibank N.A.,   New York",641000,MBIA Insurance   Corp. (no specified obligation),09/20/13,NaN,NaN,Sell,NaN,0.43,NaN,#VALUE!,#VALUE!,#VALUE!
1066602,N-Q,9,"Citibank N.A.,   New York",1311000,MBIA Insurance   Corp. (no specified obligation),09/20/13,NaN,NaN,Sell,NaN,0.43,NaN,#VALUE!,#VALUE!,#VALUE!
1066602,N-Q,9,Credit Suisse   International,2479000,MBIA Insurance   Corp. (no specified obligation),09/20/13,NaN,NaN,Buy,NaN,0.43,NaN,#VALUE!,#VALUE!,#VALUE!
1066602,N-Q,9,Goldman Sachs   International,2538000,MBIA Insurance   Corp. (no specified obligation),09/20/13,NaN,NaN,Sell,NaN,1.85,NaN,#VALUE!,#VALUE!,#VALUE!
1066602,N-Q,9,"JPMorgan Chase   Bank, N.A. New York",3236000,MBIA Insurance   Corp. (no specified obligation),09/20/13,NaN,NaN,Buy,NaN,(3.75,NaN,#VALUE!,#VALUE!,#VALUE!
